Time,Vehicle_ID,Lane,Speed_Limit,Lane_Change,From_Lane,To_Lane,Lane_Change_Reason,Collision,Speed_DP,Acceleration_DP,Latitude_DP,Longitude_DP,Time_Gap_DP,Headway_Distance_DP
1.0,veh0,17178685#0_0,13.89,False,,,,False,2.714440921372443,1.8848273746916675,41.84596338837793,-72.57273841021922,,
2.0,veh0,17178685#0_0,13.89,False,,,,False,4.032562546854024,4.495713236048687,41.845912814127914,-72.57273939106395,,
3.0,veh0,17178685#0_0,13.89,False,,,,False,7.285250055203505,1.259182611343931,41.845907533405,-72.57265384347644,,
4.0,veh0,17178685#0_0,13.89,False,,,,False,5.087395475129597,1.3010085157948197,41.845805757685476,-72.57274442204778,,
5.0,veh0,17178685#0_0,13.89,False,,,,False,-11.228056305699283,2.1436335903508734,41.84591200865171,-72.5727421729462,,
6.0,veh0,17178685#0_0,13.89,False,,,,False,10.26872587102116,3.1028801811171434,41.84587777289437,-72.57273481016932,,
7.0,veh0,17178685#0_0,13.89,False,,,,False,20.126265624232474,4.249365651992775,41.84589241829882,-72.57273847218086,,
8.0,veh0,17178685#0_0,13.89,False,,,,False,26.815512274617504,-8.976479248154646,41.845939488859294,-72.57273850155316,,
9.0,veh0,17178685#0_0,13.89,False,,,,False,2.1282707978971303,0.5748180994633003,41.84590155543366,-72.57268922866153,,
10.0,veh0,17178685#0_0,13.89,False,,,,False,3.828885448652727,3.126535926836368,41.84593494890363,-72.57274414297102,,
11.0,veh0,17178685#0_0,13.89,False,,,,False,22.488590579858283,0.8448226801065175,41.845905082510505,-72.57272322452354,,
12.0,veh0,-17178685#0_0,13.89,False,,,,False,12.86650846732664,5.032174958647374,41.84581777148733,-72.57272910062161,,
13.0,veh0,-17178685#0_0,13.89,False,,,,False,7.359077651708503,-0.4952313579069596,41.84591443888877,-72.57279264066204,,
14.0,veh0,-17178685#0_0,13.89,False,,,,False,-1.4579077174639679,0.47964519055858545,41.8458943482179,-72.57280577368105,,
15.0,veh0,-17178685#0_0,13.89,False,,,,False,7.973355666232237,-1.085237308545402,41.845917266055146,-72.57273591515327,,
16.0,veh0,-17178685#0_0,13.89,False,,,,False,15.563929562857084,2.654040097962934,41.84592671438926,-72.57258627499202,,
17.0,veh0,-17178685#0_0,13.89,False,,,,False,10.620808097701229,0.5472859466735827,41.845972638675285,-72.5727139089385,,
18.0,veh0,-17178685#0_0,13.89,False,,,,False,13.7857439027066,-4.695829173271704,41.84582017478104,-72.5727960818824,,
19.0,veh0,-17178685#0_0,13.89,False,,,,False,6.045315580355236,-4.3899015580973355,41.84594220594686,-72.57275560579542,,
20.0,veh0,-17178685#0_0,13.89,False,,,,False,-1.9834412294294452,-5.1340184786186,41.84590743113104,-72.57274684149246,,
21.0,veh0,-17175529#2_0,22.22,False,,,,False,5.199048350645171,1.5609684237788315,41.84589505343866,-72.57269789864823,,
22.0,veh0,-17175529#2_0,22.22,False,,,,False,-3.331845682092535,-0.8102242453933286,41.8460183646118,-72.57270344208796,,
23.0,veh0,-17175529#2_0,22.22,False,,,,False,14.60619274230703,0.4506939842867723,41.84593737263243,-72.57275895357638,,
24.0,veh0,-17175529#2_0,22.22,False,,,,False,13.51875075508724,-0.7464726641464949,41.84587189401802,-72.57276313356464,,
25.0,veh0,-17175529#2_0,22.22,False,,,,False,11.674949809195823,2.285358822085982,41.84589593550779,-72.57284414562871,,
26.0,veh0,-17175529#2_0,22.22,False,,,,False,13.910595224188,2.6858129368538357,41.84586312714517,-72.57276374474192,,
27.0,veh0,-17175529#1_0,22.22,False,,,,False,15.563888981465425,0.9716272186651622,41.84592148245231,-72.57274796911055,,
28.0,veh0,-17175529#1_0,22.22,False,,,,False,19.811416595548508,1.2820077637497889,41.84592853371242,-72.57268756575482,,
29.0,veh0,-17175529#1_0,22.22,False,,,,False,15.511609865978244,2.4661743980923347,41.84590557548712,-72.57282908022376,,
30.0,veh0,-17175529#1_0,22.22,False,,,,False,18.87840846094332,1.3653799034709664,41.845853712440466,-72.57278695840118,,
31.0,veh0,-17175529#1_0,22.22,False,,,,False,22.24944438397506,-0.29826032855817175,41.84581110291682,-72.57277879971197,,
32.0,veh0,-17175529#1_0,22.22,False,,,,False,10.86904830585263,3.3683129153450864,41.84588233591612,-72.57276779717168,,
33.0,veh0,-17175529#0_0,22.22,False,,,,False,16.109769540307752,-5.129780221523106,41.84586929189044,-72.57280427362166,,
34.0,veh0,-17175529#0_0,22.22,False,,,,False,21.39251141913701,-6.050775719295416,41.84593058266094,-72.57281727285256,,
35.0,veh0,-17175529#0_0,22.22,False,,,,False,23.52704536452802,-9.805662989880148,41.84592275644279,-72.57283139423349,,
36.0,veh0,-17175529#0_0,22.22,False,,,,False,7.345186206694052,-5.736349543331016,41.8459331776408,-72.57289688313966,,
37.0,veh0,-17175529#0_0,22.22,False,,,,False,2.6522461959757493,-5.427099427683061,41.84591761005074,-72.57282090590311,,
38.0,veh0,-17175529#0_0,22.22,False,,,,False,2.578265526339237,-3.8383837097317155,41.84591014658554,-72.5728373520164,,
39.0,veh0,-17175529#0_0,22.22,False,,,,False,-0.4273492676584283,-1.2702060941683158,41.84588549970805,-72.57274988531354,,
40.0,veh0,-17175529#0_0,22.22,False,,,,False,2.9194543281919323,0.015030245838715928,41.845957329272224,-72.57282352271292,,
41.0,veh0,-17175529#0_0,22.22,False,,,,False,4.341351896306151,0.13764490105313598,41.84578116604452,-72.5728169297001,,
42.0,veh0,-17175529#0_0,22.22,False,,,,False,2.0716779143258464,-0.4288700273973518,41.84601393511889,-72.57284846205377,,
43.0,veh0,-17175529#0_0,22.22,False,,,,False,8.056226340486319,-1.4471562857597746,41.84590908589736,-72.57281913801246,,
44.0,veh0,-17175529#0_0,22.22,False,,,,False,0.006496380316093564,0.6708076608138072,41.84592830001066,-72.57284468538826,,
45.0,veh0,-17175529#0_0,22.22,False,,,,False,1.8627676738178707,0.9957680077077384,41.845877357195995,-72.57281466117142,,
46.0,veh0,-17175529#0_0,22.22,False,,,,False,11.869902386053582,-0.09522400816786103,41.845877148705206,-72.57278535987115,,
47.0,veh0,-17175529#0_0,22.22,False,,,,False,-6.215689737677167,-0.7163323941294948,41.84589567884337,-72.57280857701844,,
48.0,veh0,-17175529#0_0,22.22,False,,,,False,5.728814607165987,2.2018265982642333,41.845868904721826,-72.57285023886388,,
49.0,veh0,-17175529#0_0,22.22,False,,,,False,-6.33978006709367,0.2917674023719883,41.84589875579484,-72.57282033822906,,
50.0,veh0,-17175529#0_0,22.22,False,,,,False,-6.044596647021535,2.4039750240572175,41.84591531497107,-72.57284917212463,,
51.0,veh0,-17175529#0_0,22.22,False,,,,False,-9.929422647852334,0.6054276331215078,41.845934063794445,-72.57279728080478,,
52.0,veh0,-17175529#0_0,22.22,False,,,,False,-0.846209725306835,1.7395028730079503,41.84585829131312,-72.57279536011929,,
53.0,veh0,-17175529#0_0,22.22,False,,,,False,-9.080055848768097,-1.182680669155161,41.84589747187284,-72.57283855333192,,
54.0,veh0,-17175529#0_0,22.22,False,,,,False,-4.791939412258216,-0.2864750290154916,41.84590344165101,-72.57286853674373,,
55.0,veh0,-17175529#0_0,22.22,False,,,,False,-9.508309845412441,1.539069942162314,41.845858591822996,-72.57283430388847,,
56.0,veh0,-656588659#0_0,27.78,False,,,,False,-2.968166101120005,0.6974524031866167,41.84589208225801,-72.57282728151958,,
57.0,veh0,-656588659#0_0,27.78,False,,,,False,10.593890044707223,3.742514700144966,41.84586877204907,-72.57284786808194,,
58.0,veh0,-656588659#0_0,27.78,False,,,,False,7.31588375139836,-1.049143246245876,41.84589250401599,-72.57282797984912,,
59.0,veh0,-656588659#0_0,27.78,False,,,,False,8.1875720752505,1.413492915331517,41.84589367362152,-72.57283835836607,,
60.0,veh0,-656588659#0_0,27.78,False,,,,False,12.721418407272722,-0.6415856737748982,41.84584612947022,-72.57282805876982,,
61.0,veh0,-656588659#0_0,27.78,False,,,,False,23.271193333086558,3.3721140497054876,41.845932428984284,-72.57276485659568,,
62.0,veh0,-656588659#0_0,27.78,False,,,,False,17.341762178351928,1.1704848077351926,41.845926921539935,-72.57278993069271,,
63.0,veh0,-656588659#0_0,27.78,False,,,,False,15.130623187615129,-0.5742213775429263,41.845867088981095,-72.57282832009128,,
64.0,veh0,-656588659#0_0,27.78,False,,,,False,18.448902228170482,3.8298767373162264,41.84589133370937,-72.5728295678432,,
65.0,veh0,-656588659#0_0,27.78,False,,,,False,22.80263504783943,1.3452265599753446,41.84587132747089,-72.57271603713757,,
66.0,veh0,-656588659#0_0,27.78,False,,,,False,22.88689019819867,-1.9369756792966655,41.845923060639294,-72.57281646258252,,
67.0,veh0,-656588659#0_0,27.78,False,,,,False,20.00656694830832,-5.492154101162669,41.84590989825953,-72.57288694134849,,
68.0,veh0,-656588659#0_0,27.78,False,,,,False,14.967151092991116,-1.7011968178685493,41.84594071824962,-72.57279306046236,,
69.0,veh0,-656588659#0_0,27.78,False,,,,False,11.395718113242765,-5.108027083279012,41.84592282146777,-72.57278756474263,,
70.0,veh0,-656588659#0_0,27.78,False,,,,False,0.23553040720435092,-3.939891406267634,41.84589728405564,-72.57280878284506,,
71.0,veh0,-656588659#0_0,27.78,False,,,,False,-1.9207954902813071,-10.325272119805959,41.84590727455995,-72.57279858730607,,
72.0,veh0,-656588659#0_0,27.78,False,,,,False,-0.30955186317441985,3.8323415569357167,41.845820016974336,-72.57278712082527,,
73.0,veh0,-656588659#0_0,27.78,False,,,,False,-2.3775135100950138,-2.9137031394038786,41.84591109956022,-72.57277229402013,,
74.0,veh0,-656588659#0_0,27.78,False,,,,False,-1.5121245888440171,-2.4329641432486824,41.84588055157638,-72.57281125811956,,
75.0,veh0,-656588659#0_0,27.78,False,,,,False,3.333771536461427,0.4091196123517875,41.84583598535856,-72.57290298493591,,
76.0,veh0,-656588659#0_0,27.78,False,,,,False,0.9198660970359924,0.4970608522344264,41.84589202713843,-72.5727738415945,,
77.0,veh0,-656588659#0_0,27.78,False,,,,False,-7.317545867932495,-0.05012875644752057,41.84597488703532,-72.57278400847383,,
78.0,veh0,-656588659#0_0,27.78,False,,,,False,2.923037749125797,-0.9769083327337285,41.84598917078189,-72.57275080474237,,
79.0,veh0,-656588659#0_0,27.78,False,,,,False,-1.0729962091281777,-0.2531954906680767,41.84586886018445,-72.57285640813886,,
80.0,veh0,-656588659#0_0,27.78,False,,,,False,12.917435566567292,0.3257887801682955,41.84588507816411,-72.57277356571376,,
81.0,veh0,-656588659#0_0,27.78,False,,,,False,-10.174532226315932,0.39398353898650385,41.84591511960366,-72.57278075483354,,
82.0,veh0,-656588659#0_0,27.78,False,,,,False,2.729867208036012,-0.04938108261376328,41.845917890953416,-72.57276634742674,,
83.0,veh0,-656588659#0_0,27.78,False,,,,False,-5.806311917389394,-1.675472269020247,41.84590764822749,-72.57279298274554,,
84.0,veh0,-656588659#0_0,27.78,False,,,,False,5.8583524482819485,-1.8758391201008635,41.845814086571295,-72.5728020807841,,
85.0,veh0,-656588659#0_0,27.78,False,,,,False,-26.94172978055576,0.05513422807598545,41.845901133460394,-72.57282507345546,,
86.0,veh0,-656588659#0_0,27.78,False,,,,False,-2.7239153829432325,1.4520397543310537,41.845804233785685,-72.57279443971126,,
87.0,veh0,-656588659#0_0,27.78,False,,,,False,-0.5926057219039649,1.5365589557513886,41.84586156310103,-72.57280567340607,,
88.0,veh0,-656588659#0_0,27.78,False,,,,False,-3.847343743102101,-5.727361951170678,41.84591473700788,-72.57276326420904,,61.74590146302944
89.0,veh0,-656588659#0_0,27.78,False,,,,False,4.529582675342681,-1.7198515167565347,41.845899459741325,-72.57280250829618,,100.74255366210127
90.0,veh0,-656588659#0_0,27.78,False,,,,False,-1.9080223703422234,1.4355761192819045,41.8459943461387,-72.57279498555916,,0.1800150596536696
91.0,veh0,-656588659#0_0,27.78,False,,,,False,1.161975624600018,2.3284988258455996,41.84589195984369,-72.57288393465534,,54.114508214290254
92.0,veh0,-656588659#0_0,27.78,False,,,,False,0.7213513802998932,-0.24560990279314865,41.845902107558246,-72.57273534283236,,108.61348165414529
93.0,veh0,-656588659#0_0,27.78,False,,,,False,-8.268527108928538,1.1316516564093035,41.845787357543195,-72.57281513124346,,
94.0,veh0,-656588659#0_0,27.78,False,,,,False,13.579964266849856,-2.5837544112255273,41.845889676538974,-72.57277412528599,,
95.0,veh0,-656588659#0_0,27.78,False,,,,False,-3.8029899367975304,-0.8158741296701919,41.84592677044244,-72.57286283936085,,
96.0,veh0,-656588659#0_0,27.78,False,,,,False,11.626204495842103,4.18751519136822,41.84588650113453,-72.57281739293002,,
97.0,veh0,-656588660#6_0,27.78,False,,,,False,4.932958187448094,-0.9861594148005679,41.845890159699806,-72.57279705503552,,
98.0,veh0,-656588660#6_0,27.78,False,,,,False,6.646460594558448,1.9987088179295824,41.8458646513846,-72.57279106642474,,
99.0,veh0,-656588660#6_0,27.78,False,,,,False,-12.08438535782625,2.25541018299009,41.845907812585864,-72.57285080515427,,
100.0,veh0,-656588660#6_0,27.78,False,,,,False,3.7879988808053895,0.38815151172457263,41.84581339856995,-72.57279947813998,,
101.0,veh0,-656588660#6_0,27.78,False,,,,False,26.444209122128086,-0.24890489440622332,41.8458345433055,-72.57280404132162,,
102.0,veh0,-656588660#6_0,27.78,False,,,,False,17.66653512927587,5.274392840790824,41.84582356240519,-72.57273787814731,,
103.0,veh0,-656588660#6_0,27.78,False,,,,False,5.148511783481808,3.9246347833086475,41.845897728726804,-72.57279874657578,,
104.0,veh0,-656588660#6_0,27.78,False,,,,False,16.01931970674923,0.5564495302496653,41.845976371125396,-72.5728139036705,,
105.0,veh0,-656588660#6_0,27.78,False,,,,False,29.57942207827,0.9616780536671286,41.84589319522612,-72.5727745644097,,
106.0,veh0,-656588660#6_0,27.78,False,,,,False,25.22574537526816,0.9394729662617465,41.84592268565813,-72.57278124042044,,
107.0,veh0,-656588660#5_0,27.78,False,,,,False,29.46572385721811,2.142466723204052,41.84586588600579,-72.57278851983345,,
108.0,veh0,-656588660#5_0,27.78,False,,,,False,23.889365468094184,1.653851656616098,41.84586213600375,-72.57274802442946,,
109.0,veh0,-656588660#5_0,27.78,False,,,,False,16.612002653891977,0.1035779211215413,41.84594607361451,-72.57277185960163,,
110.0,veh0,-656588660#5_0,27.78,False,,,,False,13.124697324659792,-3.052330581971546,41.84593553289603,-72.57277841284946,,
111.0,veh0,-656588660#5_0,27.78,False,,,,False,27.953396363118372,0.6147835085230327,41.84589540675089,-72.57280346377195,,
112.0,veh0,-656588660#5_0,27.78,False,,,,False,26.56645823958388,-0.8861229707981693,41.84582025376458,-72.57276450923307,,
113.0,veh0,-656588660#5_0,27.78,False,,,,False,26.32055873228819,0.7171750016168517,41.84582783598898,-72.57275405776178,,
114.0,veh0,-656588660#4_0,27.78,False,,,,False,30.69959937431122,0.6662679921737436,41.845845695097914,-72.57276372754079,,
115.0,veh0,-656588660#4_0,27.78,False,,,,False,23.697764410288073,1.052972664061599,41.84587612156202,-72.57275037776591,,
116.0,veh0,-656588660#4_0,27.78,False,,,,False,18.259741737238073,0.24708129658029065,41.84585815789755,-72.572751560817,,
117.0,veh0,-656588660#4_0,27.78,False,,,,False,28.13644781194307,2.6271108800792717,41.845857541117276,-72.57269947875022,,
118.0,veh0,-656588660#4_0,27.78,False,,,,False,26.641113180878165,-0.8588355740830593,41.84590468112473,-72.57275651677816,,
119.0,veh0,-656588660#3_0,27.78,False,,,,False,34.41738573787006,-0.6322972371617652,41.84582337668968,-72.57274456356147,,
120.0,veh0,-656588660#3_0,27.78,False,,,,False,28.049046930318582,-2.8761016805874533,41.845832753002874,-72.57277779722138,,
121.0,veh0,-656588660#3_0,27.78,False,,,,False,30.3927215234944,1.2388214502843766,41.84588972831303,-72.57279414088794,,
122.0,veh0,-656588660#3_0,27.78,False,,,,False,43.688633478217525,-1.1075109917746886,41.84586629328963,-72.57277591356055,,
123.0,veh0,-656588660#2_0,27.78,False,,,,False,29.994674353059963,0.02968851773039205,41.845910112357856,-72.57272362364792,,
124.0,veh0,-656588660#2_0,27.78,False,,,,False,17.507133894432627,-1.6338118144049076,41.84582832585038,-72.57277300583236,8.277919132686293,242.17559568275465
125.0,veh0,-656588660#2_0,27.78,False,,,,False,34.74352871902374,3.237342295640701,41.84586752614097,-72.5727891658555,11.641104643531435,270.9428168812883
126.0,veh0,-656588660#2_0,27.78,False,,,,False,67.77204195582453,2.803604031318173,41.84588175752404,-72.57279358278365,10.539237372457137,287.92221981007606
127.0,veh0,-656588660#2_0,27.78,False,,,,False,11.872103202855214,0.5574983090082242,41.8458332928804,-72.5727772621305,,
128.0,veh0,-656588660#1_0,27.78,False,,,,False,21.42156002237607,-2.801061343172478,41.8458443245426,-72.57275810148018,,
129.0,veh0,-656588660#1_0,27.78,False,,,,False,21.255675708925992,4.382486095486456,41.84587699432029,-72.57274209150522,,
130.0,veh0,-656588660#1_0,27.78,False,,,,False,46.05315072531084,0.3054460813800688,41.8459001579566,-72.57275904706725,,
131.0,veh0,-656588660#1_0,27.78,False,,,,False,38.479370555098285,0.2653049709551851,41.84586305932841,-72.57275973641467,,
132.0,veh0,-656588660#1_0,27.78,False,,,,False,46.09664695204265,1.2415145502054656,41.845876980057994,-72.5727510554445,,
133.0,veh0,-656588660#1_0,27.78,False,,,,False,31.84421145246597,-1.2297415734628885,41.845783120139764,-72.57272765426488,,
134.0,veh0,-656588660#1_0,27.78,False,,,,False,27.196259258751525,-0.7630258415811113,41.84584614884249,-72.57270408039224,,
135.0,veh0,-656588660#1_0,27.78,False,,,,False,20.85004989056324,0.9960321830603789,41.84577969131422,-72.57271269926827,,
136.0,veh0,-656588660#0_0,27.78,False,,,,False,29.2334124111876,2.4748390276090504,41.84589670857886,-72.57275186080709,,
137.0,veh0,-656588660#0_0,27.78,False,,,,False,11.987604441368603,-0.25032771283440525,41.84581915148279,-72.5727452957684,,
138.0,veh0,-656588660#0_0,27.78,False,,,,False,13.687021185702179,2.275990575342803,41.84589169593508,-72.57277418485602,,
139.0,veh0,-93816732#4_0,27.78,False,,,,False,25.403080211406632,-2.4721229937094904,41.84584396926961,-72.57284337212774,,
140.0,veh0,-93816732#4_0,27.78,False,,,,False,32.079350211817655,1.5998973658097384,41.8459280042993,-72.57275637575174,,
141.0,veh0,-93816732#4_0,27.78,False,,,,False,24.20181194225006,1.102723917350886,41.845860810571715,-72.57276252763008,6.530712535859493,132.03823645459488
142.0,veh0,-93816732#3_0,27.78,False,,,,False,36.265781484762556,-3.203190078786065,41.84589292512948,-72.57274034697599,8.380182333277844,97.61908296291949
143.0,veh0,-93816732#3_0,27.78,False,,,,False,25.768909493075626,-0.13788312122596835,41.84588647385756,-72.57271272147212,,
144.0,veh0,-93816732#3_0,27.78,False,,,,False,29.722053545629024,0.8630611369771941,41.84581806618278,-72.572746592273,,
145.0,veh0,-93816732#2_0,27.78,False,,,,False,23.570656180920196,-0.01361111867481668,41.84584197310671,-72.57280019692804,5.8693369715692825,156.20441318053054
146.0,veh0,-93816732#2_0,27.78,False,,,,False,23.140589854381687,-2.9439620273860783,41.845848962076516,-72.57279670597566,4.076632571477603,-42.66086788784014
147.0,veh0,-93816732#2_0,27.78,False,,,,False,31.816213004552992,-1.3842301765889715,41.845891934052766,-72.57274493205423,,
148.0,veh0,-93816732#1_0,27.78,False,,,,False,17.10661947875633,-3.0270649293051974,41.845844012510014,-72.57273196977835,4.8999277325419826,219.37240553158335
149.0,veh0,-93816732#1_0,27.78,False,,,,False,32.785792611968645,-0.7557619005947345,41.845865162440134,-72.57269570469234,3.035541399869544,42.97907083528116
150.0,veh0,-93816732#1_0,27.78,False,,,,False,21.739433268929133,-3.3274432874513877,41.845818090345105,-72.57273365194203,5.259270533366362,86.3394548012293
151.0,veh0,-93816732#1_0,27.78,False,,,,False,4.720458154297376,-7.278188917083753,41.84584817772441,-72.57278129063299,4.358912619054536,43.653106327401474
152.0,veh0,-93816732#0_0,27.78,False,,,,False,17.903375902125845,-4.91056216584002,41.84587901384894,-72.57273520403119,1.988252378985635,117.73746134899557
153.0,veh0,-93816732#0_0,27.78,False,,,,False,20.185044244099117,-3.576214770639126,41.84583200086774,-72.57281322522279,3.436172374862508,127.85390856378945
154.0,veh0,-93816732#0_0,27.78,False,,,,False,10.9428669746776,-1.8100314698276634,41.84585792938303,-72.57274755647134,3.7546101111565804,-12.282961303659249
155.0,veh0,-93816732#0_0,27.78,False,,,,False,9.964210142425145,-5.034488402738134,41.84580472093677,-72.57274238609985,1.7301007767582632,65.16291098919464
156.0,veh0,-93816732#0_0,27.78,False,,,,False,-2.119661340060702,-2.224579146657561,41.845825559434914,-72.57275498909766,0.5215832589874481,-22.85439569770824
157.0,veh0,-93816732#0_0,27.78,False,,,,False,22.26690946699091,-2.976865608443404,41.845847039884966,-72.57275543461267,-0.41269893326898455,-9.192141423583962
158.0,veh0,-93816732#0_0,27.78,False,,,,False,15.673298580310075,1.6425034266576404,41.84586399196473,-72.5726707030647,0.7107632191655284,-160.463630757411
159.0,veh0,-93816732#0_0,27.78,False,,,,False,4.5735680060170125,0.7128504595420964,41.845831420045336,-72.57273089908227,0.2526622923596733,23.80881705635693
160.0,veh0,-93816732#0_0,27.78,False,,,,False,5.329042255259992,-0.1850043114463915,41.845833387079175,-72.57280667134816,1.9088557539525937,62.67220341402572
161.0,veh0,-93816732#0_0,27.78,False,,,,False,8.471613657820853,-0.0390418350471009,41.845742575667444,-72.57278234396634,0.10994205473252805,-102.70293362182565
162.0,veh0,-93816732#0_0,27.78,False,,,,False,4.062240810249932,1.5309808114870975,41.84583671919153,-72.57274211703256,3.853374274691305,-28.08604968362488
163.0,veh0,-93816732#0_0,27.78,False,,,,False,17.80083925186773,0.20872520542980055,41.84577725490194,-72.57273252663711,6.016641466345391,63.153746220399626
164.0,veh0,-208922162#4_0,22.22,False,,,,False,6.5325793215524754,2.775228176273231,41.845857216671504,-72.57274672695486,2.8318787830867223,34.10206081456272
